index,loss,correct,predicted,total_logprob
0,4.853506088256836,0, Yes,-1.376745343208313
1,0.1625482589006424,1, Yes,-4.347969055175781
2,0.006846066564321518,1, No,-1.4095345735549927
3,0.3143255114555359,1, Yes,-5.4787139892578125
4,0.10847672075033188,1, No,-0.8645600080490112
5,2.394740343093872,0, No,-5.2539963722229
6,0.02398848347365856,1, No,-1.0331244468688965
7,4.583221912384033,0, No,-1.0560911893844604
8,0.01160218846052885,1, No,-2.3396759033203125
9,3.9207754135131836,0, No,-3.775725841522217
10,0.04389454796910286,1, No,-2.169102430343628
11,1.1098099946975708,0, No,-5.266617774963379
12,0.272891104221344,1, No,-2.2262208461761475
13,2.01617693901062,0, No,-4.36807918548584
14,0.024909934028983116,1, No,-0.5876285433769226
15,5.7364301681518555,0, No,-0.8448569774627686
16,0.0009941878961399198,1, No,-0.2677764296531677
17,2.060312271118164,0, No,-4.240917205810547
18,0.08761660754680634,1, No,-1.0744892358779907
19,0.2866421937942505,1, No,-1.3572758436203003
20,0.03990085422992706,1, Yes,-4.722989559173584
21,0.0028961640782654285,1, No,-0.4007227122783661
22,0.3156910240650177,1, Yes,-4.8618550300598145
23,0.008085614070296288,1, No,-0.7767629623413086
24,6.094090938568115,0, No,-1.8291246891021729
25,0.00316226645372808,1, No,-0.33475542068481445
26,0.3759588301181793,1, Yes,-5.230612277984619
27,0.6170485019683838,1, No,-2.4328718185424805
28,0.9157863855361938,0, No,-4.608733654022217
29,0.0795472264289856,1, No,-1.6280968189239502
30,0.013428599573671818,1, Yes,-4.954532623291016
31,0.02793690748512745,1, No,-1.1197260618209839
32,0.7324725985527039,0, No,-5.399516582489014
33,0.06270113587379456,1, No,-2.1254568099975586
34,4.1155805587768555,0, No,-2.3350040912628174
35,0.01271886844187975,1, No,-1.0063284635543823
36,0.005826986860483885,1, Yes,-3.3036105632781982
37,0.8161970973014832,0, Yes,-1.4632258415222168
38,0.3440057337284088,1, No,-2.3894340991973877
39,0.002310109091922641,1, Yes,-3.749068021774292
40,0.0503636933863163,1, No,-1.2765741348266602
41,1.4672595262527466,0, No,-3.638401508331299
42,0.8738602995872498,0, Yes,-2.97489333152771
43,0.5778848528862,1, Yes,-5.467261791229248
