index,loss,correct,predicted,total_logprob
0,2.5111243724823,0, Yes,-0.8363349437713623
1,0.12388727068901062,1, Yes,-0.9608731269836426
2,0.23229411244392395,1, No,-0.8849805593490601
3,0.21012766659259796,1, Yes,-1.7784751653671265
4,0.6047894954681396,1, No,-0.8000563383102417
5,0.23658986389636993,1, Yes,-1.4071825742721558
6,0.2864323854446411,1, No,-0.62734454870224
7,1.37998366355896,0, No,-0.7089759111404419
8,0.14231254160404205,1, No,-1.1947591304779053
9,0.514584481716156,1, Yes,-1.4983465671539307
10,0.4258033037185669,1, No,-1.0922651290893555
11,0.18838661909103394,1, Yes,-1.0067195892333984
12,0.9073664546012878,0, Yes,-1.2134199142456055
13,0.5083214044570923,1, Yes,-1.254266381263733
14,0.48631545901298523,1, No,-0.6358554363250732
15,1.0936976671218872,0, No,-0.7095738649368286
16,0.11964287608861923,1, No,-0.5592924952507019
17,0.19055044651031494,1, Yes,-1.2455825805664062
18,0.5396813750267029,1, No,-0.8441378474235535
19,0.6749040484428406,1, No,-0.785963237285614
20,0.044305529445409775,1, Yes,-0.8186461925506592
21,0.24410681426525116,1, No,-0.7646413445472717
22,0.3277159631252289,1, Yes,-1.240127444267273
23,0.3061620891094208,1, No,-0.57989102602005
24,1.5358718633651733,0, No,-0.8157058954238892
25,0.3046010434627533,1, No,-0.6113735437393188
26,0.2282835990190506,1, Yes,-1.5871598720550537
27,0.5018199682235718,1, No,-0.8018777370452881
28,0.09535691142082214,1, Yes,-0.9135948419570923
29,0.7058284878730774,0, Yes,-1.0259599685668945
30,0.019791973754763603,1, Yes,-0.9645599126815796
31,0.4825461506843567,1, No,-0.9807128310203552
32,0.4075681269168854,1, Yes,-1.4362444877624512
33,1.0277316570281982,0, Yes,-0.9870061874389648
34,1.2524466514587402,0, No,-0.8973782062530518
35,0.49759963154792786,1, No,-0.7493983507156372
36,0.11111586540937424,1, Yes,-1.061754584312439
37,1.2549774646759033,0, Yes,-0.9334025979042053
38,0.5038377046585083,1, No,-0.7617764472961426
39,0.024236349388957024,1, Yes,-1.3235607147216797
40,0.4802164137363434,1, No,-0.8904077410697937
41,0.9880082607269287,0, No,-1.3250269889831543
42,1.5447598695755005,0, Yes,-0.9181715250015259
43,0.1649932712316513,1, Yes,-1.0748697519302368
44,0.46735429763793945,1, No,-0.9847016334533691
45,0.24930040538311005,1, Yes,-1.2403168678283691
46,0.4119109809398651,1, No,-0.5438979268074036
47,0.061022281646728516,1, Yes,-0.9358909726142883
48,0.16766542196273804,1, No,-0.749605655670166
49,0.03032662719488144,1, Yes,-0.8512504696846008
50,0.6786764860153198,1, No,-0.8451577425003052
51,0.04195896536111832,1, Yes,-0.9579264521598816
52,0.92079097032547,0, Yes,-1.1822798252105713
53,0.09889931976795197,1, Yes,-1.041071891784668
54,0.26030290126800537,1, No,-0.9933352470397949
55,0.23181112110614777,1, Yes,-1.1082782745361328
56,0.6227093935012817,1, No,-0.6529239416122437
57,0.6275312900543213,1, No,-1.0968589782714844
58,0.023964041844010353,1, Yes,-1.1060526371002197
59,0.4466556906700134,1, No,-0.8895643353462219
60,0.1317061483860016,1, Yes,-1.2026177644729614
61,0.4132392108440399,1, No,-0.7517015933990479
62,0.09651792794466019,1, Yes,-0.9282690286636353
63,1.1804289817810059,0, Yes,-0.6246150135993958
64,0.17198607325553894,1, Yes,-0.9347480535507202
65,1.0209964513778687,0, Yes,-1.210086464881897
66,0.06430575251579285,1, Yes,-1.184890866279602
67,0.11594987660646439,1, No,-0.39402782917022705
68,0.05313747003674507,1, Yes,-1.0294817686080933
69,0.5309568643569946,1, No,-0.5637639760971069
70,0.10254952311515808,1, Yes,-1.1574628353118896
71,0.4184819161891937,1, No,-0.7519326210021973
72,0.09566083550453186,1, Yes,-1.5184623003005981
73,0.1998671591281891,1, No,-0.7832099199295044
74,0.02385859005153179,1, Yes,-0.83985435962677
75,0.5161864161491394,1, No,-0.8989788889884949
76,0.5277771949768066,1, No,-0.9816333055496216
77,0.055512335151433945,1, Yes,-0.8678560853004456
78,1.5286744832992554,0, Yes,-0.7542847394943237
79,0.09971469640731812,1, Yes,-1.115405559539795
80,0.6253515481948853,1, No,-0.8852804899215698
81,0.10549402236938477,1, Yes,-0.7449603080749512
82,0.7636539340019226,0, Yes,-0.7874600291252136
83,0.061598241329193115,1, Yes,-0.7021145820617676
84,0.509635329246521,1, No,-0.9897078275680542
85,0.023353641852736473,1, Yes,-0.6863796710968018
86,0.9377488493919373,0, Yes,-0.7764502167701721
