index,loss,correct,predicted,total_logprob
0,1.58161461353302,0, Yes,-2.626218795776367
1,0.21245594322681427,1, Yes,-3.4210715293884277
2,0.2493932992219925,1, No,-2.8977527618408203
3,0.5386200547218323,1, Yes,-4.566555500030518
4,0.34110477566719055,1, No,-1.7169270515441895
5,0.3204120397567749,1, Yes,-3.8250131607055664
6,0.4372340142726898,1, No,-3.010930299758911
7,2.0003597736358643,0, No,-1.7810661792755127
8,0.24485066533088684,1, No,-3.912846565246582
9,1.56447172164917,0, No,-4.448591232299805
10,0.17335301637649536,1, No,-4.2193708419799805
11,0.5565627813339233,1, Yes,-4.45656156539917
12,1.495612382888794,0, Yes,-2.298729181289673
13,0.3135542571544647,1, Yes,-3.9242777824401855
14,0.13330495357513428,1, No,-2.130096435546875
15,2.7105159759521484,0, No,-1.238534927368164
16,0.39733827114105225,1, No,-3.5417957305908203
17,0.27424120903015137,1, Yes,-4.188608169555664
18,0.27856335043907166,1, No,-2.1607108116149902
19,0.1192592903971672,1, No,-1.7074239253997803
20,0.01436417456716299,1, Yes,-2.763368606567383
21,0.3364861011505127,1, No,-2.4654252529144287
22,0.08324646204710007,1, Yes,-4.207128524780273
23,0.04393961280584335,1, No,-1.064920425415039
24,2.556640625,0, No,-2.1340222358703613
25,0.04598556458950043,1, No,-0.8855962157249451
26,0.2993338704109192,1, Yes,-4.10707950592041
27,0.8175346255302429,0, Yes,-2.169735908508301
28,0.17818424105644226,1, Yes,-4.468234062194824
29,0.357479989528656,1, No,-3.382406711578369
30,0.11591431498527527,1, Yes,-4.879601001739502
31,0.6085025072097778,1, No,-2.2590413093566895
32,0.12405534833669662,1, Yes,-4.8683576583862305
33,0.378518670797348,1, No,-2.4046735763549805
34,0.15509362518787384,1, Yes,-3.203343391418457
35,0.07634398341178894,1, No,-1.3302175998687744
36,0.09738586097955704,1, Yes,-3.9658632278442383
37,0.9590039253234863,0, Yes,-2.051581859588623
38,0.926555871963501,0, Yes,-2.2324657440185547
39,0.4100429117679596,1, Yes,-6.246799945831299
40,0.5472911596298218,1, No,-1.9545704126358032
