index,loss,correct,predicted,total_logprob
0,1.1239513158798218,0, Yes,-1.246585726737976
1,0.45024266839027405,1, Yes,-1.2934603691101074
2,0.12520289421081543,1, No,-1.0675451755523682
3,1.2465171813964844,0, No,-1.4988675117492676
4,0.13048340380191803,1, No,-0.7797530889511108
5,0.24801422655582428,1, Yes,-1.6709258556365967
6,0.08430800586938858,1, No,-0.8240565657615662
7,2.6927664279937744,0, No,-0.7898889183998108
8,0.044289905577898026,1, No,-1.7303301095962524
9,0.32843080163002014,1, Yes,-1.1919035911560059
10,0.19140666723251343,1, No,-0.8959061503410339
11,0.22924548387527466,1, Yes,-1.278606653213501
12,1.55721914768219,0, Yes,-1.243566870689392
13,0.7948817014694214,0, No,-1.5143574476242065
14,0.45674341917037964,1, No,-0.87105792760849
15,0.3706309497356415,1, Yes,-1.0418685674667358
16,0.06380125135183334,1, No,-0.7882058620452881
17,0.10124575346708298,1, Yes,-1.2836322784423828
18,0.14377246797084808,1, No,-1.082160234451294
19,0.08276734501123428,1, No,-0.8511113524436951
20,0.0277712382376194,1, Yes,-0.8428528904914856
21,0.10039227455854416,1, No,-0.7306334376335144
22,0.6436245441436768,1, Yes,-1.5342416763305664
23,0.14830929040908813,1, No,-0.6677126884460449
24,1.0448317527770996,0, No,-1.0539400577545166
25,0.0337798148393631,1, No,-0.5487484931945801
26,0.14815080165863037,1, Yes,-0.8966164588928223
27,0.1623024046421051,1, No,-0.9258495569229126
28,0.03794489800930023,1, Yes,-0.9560518860816956
29,0.2670697867870331,1, No,-1.348941445350647
30,0.00409490754827857,1, Yes,-0.8373758792877197
31,0.06986497342586517,1, No,-0.6778462529182434
32,0.09557795524597168,1, Yes,-1.0812482833862305
33,0.12784375250339508,1, No,-0.8488171100616455
34,0.9444969892501831,0, No,-1.3851455450057983
35,0.1888294667005539,1, No,-1.3136454820632935
36,0.07572539895772934,1, Yes,-1.1765714883804321
37,0.6231986284255981,1, No,-1.0321520566940308
38,0.4238722324371338,1, No,-1.0969423055648804
39,0.03329334408044815,1, Yes,-0.9864592552185059
40,0.42484524846076965,1, No,-1.1427967548370361
41,0.956866979598999,0, No,-1.6144368648529053
42,1.0598440170288086,0, Yes,-1.4349267482757568
43,0.13241837918758392,1, Yes,-1.0074313879013062
44,0.09985236823558807,1, No,-0.8050600290298462
45,0.1891135722398758,1, Yes,-1.4153919219970703
46,0.048383135348558426,1, No,-0.6097750067710876
47,0.045035820454359055,1, Yes,-0.8425680994987488
48,0.10399707406759262,1, No,-1.051065444946289
49,0.0937119573354721,1, Yes,-1.3261609077453613
50,0.11022283136844635,1, No,-0.9138048887252808
51,0.08497178554534912,1, Yes,-1.0094207525253296
52,0.3731943666934967,1, No,-1.093491792678833
53,0.16346552968025208,1, Yes,-0.9825272560119629
54,0.10055776685476303,1, No,-0.8126213550567627
55,0.3689025044441223,1, Yes,-1.4627845287322998
56,0.14648887515068054,1, No,-1.0115315914154053
57,0.20852439105510712,1, No,-1.1094926595687866
58,0.003467976814135909,1, Yes,-0.8580809235572815
59,0.32453247904777527,1, No,-1.1207906007766724
60,0.14012829959392548,1, Yes,-1.1297667026519775
61,0.291280597448349,1, No,-0.9974596500396729
62,0.028901055455207825,1, Yes,-0.7597880959510803
63,0.242606520652771,1, No,-0.6978785991668701
64,0.16224201023578644,1, Yes,-0.9366733431816101
65,0.4281321167945862,1, No,-1.3444063663482666
66,0.13770432770252228,1, Yes,-1.1521432399749756
67,0.06896313279867172,1, No,-0.5773640275001526
68,0.09100300818681717,1, Yes,-1.057387113571167
69,0.17838650941848755,1, No,-0.7840267419815063
70,0.17515574395656586,1, Yes,-1.1015918254852295
71,0.08098401874303818,1, No,-0.6349654793739319
72,0.22011294960975647,1, Yes,-1.4213169813156128
73,0.11512532830238342,1, No,-0.6310158967971802
74,0.00880194827914238,1, Yes,-0.6834038496017456
75,0.11557464301586151,1, No,-1.00979483127594
76,0.6051182150840759,1, No,-0.9592941403388977
77,0.09377436339855194,1, Yes,-0.9297958016395569
78,0.6595606803894043,1, No,-1.017683982849121
79,0.02645614556968212,1, Yes,-0.8328251838684082
80,0.0919579491019249,1, No,-0.6921783685684204
81,0.2798423767089844,1, Yes,-1.3608298301696777
82,0.02922377549111843,1, No,-0.5549895167350769
83,0.270242840051651,1, Yes,-0.9475820064544678
84,0.20774012804031372,1, No,-1.141167402267456
85,0.013713432475924492,1, Yes,-0.6761795878410339
86,0.11402890831232071,1, No,-0.8684658408164978
87,0.14188553392887115,1, Yes,-0.884143590927124
88,0.09339332580566406,1, No,-0.7977484464645386
89,0.11465273797512054,1, Yes,-0.9005061388015747
90,0.06764855980873108,1, No,-0.6275366544723511
91,0.32080012559890747,1, Yes,-1.1136162281036377
92,0.12713035941123962,1, No,-0.7457690238952637
93,0.09188476949930191,1, Yes,-0.9312909245491028
94,0.38951432704925537,1, No,-1.2102751731872559
95,0.57978355884552,1, No,-1.1374304294586182
96,0.09036119282245636,1, Yes,-1.057252049446106
97,0.11806284636259079,1, No,-0.5877724885940552
98,0.04617442935705185,1, Yes,-1.0037516355514526
99,0.10293570160865784,1, No,-0.9952768087387085
100,0.05990619212388992,1, Yes,-0.8157232403755188
101,0.09437169134616852,1, No,-0.5774136185646057
102,0.07315659523010254,1, Yes,-1.0148380994796753
103,0.1982794851064682,1, No,-0.9541401863098145
104,0.022484490647912025,1, Yes,-0.9582921266555786
105,0.9240213632583618,0, Yes,-0.8793679475784302
106,0.023682929575443268,1, Yes,-0.9770967960357666
107,0.10975272953510284,1, No,-0.8229337334632874
108,0.05382915213704109,1, Yes,-0.756865382194519
109,0.44498881697654724,1, No,-1.244983434677124
110,0.32575660943984985,1, Yes,-1.1880249977111816
111,0.18579794466495514,1, No,-0.8556033372879028
112,0.015190158039331436,1, Yes,-0.7774640917778015
113,0.6670035123825073,1, No,-0.7614808082580566
114,0.07168620079755783,1, No,-0.5899183750152588
115,0.04795973747968674,1, Yes,-0.9177776575088501
116,0.1586042195558548,1, No,-0.9717513918876648
117,0.05789192393422127,1, Yes,-0.878737211227417
118,0.19263477623462677,1, No,-1.128861904144287
119,0.00752306217327714,1, Yes,-0.7658452987670898
120,0.08713597059249878,1, No,-0.5702865123748779
121,0.013773634098470211,1, Yes,-0.7591614127159119
122,0.16040679812431335,1, No,-0.7595316171646118
123,0.05476776510477066,1, Yes,-0.9146767854690552
124,0.1469263881444931,1, No,-0.655967652797699
125,0.012456946074962616,1, Yes,-0.7210285067558289
126,0.10677523165941238,1, No,-0.907812774181366
127,0.1394059956073761,1, Yes,-0.8865678310394287
128,0.1728835105895996,1, No,-0.6278963685035706
129,0.0821257084608078,1, Yes,-1.0145896673202515
130,0.25895288586616516,1, No,-1.0333927869796753
131,0.03160442039370537,1, Yes,-0.8895066380500793
132,0.4075610041618347,1, No,-0.8406292796134949
133,0.7971374988555908,0, Yes,-3.1380467414855957
134,0.16589699685573578,1, No,-0.721843421459198
135,0.05818495526909828,1, Yes,-0.7906060218811035
136,0.3958236277103424,1, No,-0.8246947526931763
137,0.023460660129785538,1, Yes,-0.8232051730155945
138,0.21584099531173706,1, No,-0.8904809355735779
139,0.13555702567100525,1, Yes,-0.9672636985778809
140,0.27442288398742676,1, No,-0.9053510427474976
141,0.050207704305648804,1, Yes,-0.750542402267456
142,0.09928971529006958,1, No,-0.700821042060852
143,0.01583806425333023,1, Yes,-0.7996370792388916
144,0.6904575228691101,1, No,-0.6417054533958435
145,0.07717099785804749,1, Yes,-0.8428455591201782
